id,frequency,monetary,recency,dt_customer
10905,24,252,7,2012-10-29
1744,11,54,67,2013-01-07
1000,32,964,48,2013-03-08
3828,32,1327,61,2013-02-17
8605,13,68,36,2014-03-23
10304,13,60,77,2012-12-28
4351,12,55,90,2013-04-27
10129,22,1456,35,2014-03-12
2499,22,563,38,2013-05-06
10092,31,1504,46,2013-02-18
7500,25,564,33,2014-04-24
5796,24,1125,70,2013-11-26
10556,24,358,51,2014-05-24
1064,13,42,18,2013-12-11
48,16,184,97,2014-04-24
7610,27,460,32,2013-04-18
263,16,145,9,2014-05-28
10814,29,1376,6,2013-01-16
9710,31,792,80,2013-01-20
9292,25,1382,74,2012-10-26
10250,11,28,49,2012-11-20
7881,26,1033,21,2013-09-28
5847,28,882,95,2013-05-29
737,17,2231,56,2013-03-03
3571,25,1101,48,2012-10-16
7807,22,369,26,2012-09-12
3878,12,48,3,2014-02-27
5092,27,467,39,2013-02-12
2154,15,44,33,2012-12-25
5394,13,38,42,2013-03-17
3798,15,81,80,2013-11-06
3524,19,167,9,2013-08-04
5247,11,45,52,2014-05-10
5883,26,664,78,2013-05-26
2118,24,622,68,2013-09-10
8812,14,48,45,2013-03-10
6616,18,461,47,2013-10-23
2797,31,1073,34,2013-08-20
4328,14,55,81,2013-09-07
9167,32,976,72,2013-03-26
10560,10,20,23,2014-06-16
2631,18,1149,29,2013-05-08
8312,12,43,80,2014-06-15
5534,17,224,30,2013-10-20
5093,18,101,15,2012-09-18
7592,16,209,86,2013-04-18
8895,23,968,68,2012-10-05
8584,17,1165,54,2013-06-08
2694,11,24,44,2014-03-18
8910,24,252,7,2012-10-29
7433,20,165,87,2012-08-29
164,21,269,59,2012-10-13
10477,14,102,16,2013-08-06
2681,20,461,1,2013-08-01
5150,13,47,64,2012-12-17
5283,15,144,72,2014-02-17
9645,30,1338,98,2012-10-14
10678,32,917,91,2013-11-28
7261,25,318,8,2013-01-01
9648,22,253,20,2012-11-03
2870,26,502,6,2012-09-21
8008,13,119,54,2013-12-09
1513,37,1250,72,2012-08-28
6173,27,969,46,2013-11-02
1419,14,76,11,2013-08-05
9150,11,62,21,2014-04-12
7960,27,1382,89,2013-08-15
1250,13,84,82,2014-02-07
9905,20,255,69,2013-07-13
10691,11,43,55,2013-06-14
7002,17,398,13,2013-10-03
2952,14,76,80,2014-04-16
8439,19,902,97,2014-06-06
762,25,823,27,2014-05-02
2831,29,1179,99,2014-06-27
6977,35,1921,87,2012-10-14
6289,15,185,85,2013-04-28
4168,30,433,30,2013-03-20
8397,13,34,82,2014-01-10
9284,32,907,21,2013-06-08
6237,25,416,92,2013-12-07
3130,15,44,95,2013-06-04
1619,18,1588,2,2014-04-28
1990,20,1797,74,2012-11-05
5513,14,40,49,2012-10-04
269,30,1143,71,2012-11-16
8093,15,914,72,2014-06-28
10513,19,1502,68,2013-01-20
10177,22,1338,4,2013-02-14
2549,14,27,80,2013-07-21
5782,27,763,15,2013-09-28
10057,29,1331,70,2013-07-19
10307,24,525,91,2013-08-31
8566,11,9,10,2014-06-15
2415,20,953,99,2014-04-07
5684,14,68,25,2013-10-11
8334,16,131,34,2013-10-04
9166,25,882,57,2013-08-09
1440,32,1149,84,2012-09-04
78,13,37,51,2013-09-15
5441,20,388,97,2013-08-25
5302,18,1428,13,2013-02-15
4687,25,1633,92,2013-05-23
1087,19,173,30,2013-05-22
6859,18,99,30,2013-10-08
9860,19,215,11,2013-03-15
7129,37,929,72,2013-02-17
5866,19,219,39,2014-03-20
10521,16,174,0,2013-09-11
7393,14,92,15,2012-12-10
7849,26,1052,12,2013-09-09
332,20,275,56,2013-03-22
9847,22,587,39,2012-08-03
531,39,1662,55,2012-09-22
9576,20,159,60,2013-02-11
6906,20,1024,73,2013-06-03
7419,13,35,90,2014-04-23
3170,17,1042,86,2013-08-31
8527,26,395,37,2013-12-07
7872,28,557,7,2012-09-12
9931,34,9,29,2014-06-23
10595,13,69,19,2013-07-08
4609,24,486,14,2014-01-11
5010,14,34,72,2014-02-02
4427,34,1365,56,2012-09-18
11148,12,13,85,2013-05-19
1168,23,1401,62,2012-10-29
9595,17,1574,1,2013-01-11
10163,24,1323,28,2013-09-10
2886,38,1217,70,2013-08-12
6710,13,103,84,2012-11-17
5316,14,84,89,2013-07-04
9029,24,1536,73,2013-01-26
521,25,581,42,2012-09-18
1459,17,928,16,2012-11-07
10241,10,14,16,2013-12-15
1630,19,424,56,2013-08-07
3254,16,960,65,2013-10-14
9064,24,1555,10,2012-11-09
3678,36,656,13,2012-10-07
4227,14,55,78,2013-09-06
9467,11,20,51,2014-05-11
8486,27,367,27,2012-10-01
2186,24,2257,30,2014-03-10
3286,13,42,71,2014-03-01
8602,30,1049,97,2013-06-12
3722,13,48,83,2014-04-16
6715,31,685,3,2013-01-02
4796,7,39,71,2014-04-19
9612,12,43,3,2014-02-07
3766,30,835,15,2012-08-16
1399,21,1515,52,2014-01-21
1570,30,1039,8,2013-02-19
3426,34,1596,89,2013-07-15
3074,24,1828,66,2012-10-15
8341,13,34,22,2014-04-30
5180,17,149,56,2014-04-18
6461,25,946,74,2013-05-19
7679,9,28,48,2014-05-19
10702,24,450,67,2012-11-03
7505,9,46,24,2014-01-19
5113,18,1702,67,2013-11-07
10858,30,820,38,2013-09-09
2961,21,382,86,2013-02-26
2747,23,2126,90,2012-08-31
3010,21,2069,87,2014-05-02
5790,15,72,62,2013-01-27
6892,36,732,23,2014-06-03
1743,12,801,99,2014-05-26
3578,18,236,29,2013-10-20
8462,11,80,52,2012-09-09
5558,16,1685,90,2014-03-31
4619,28,277,9,2014-05-28
8780,21,507,71,2013-06-13
10789,14,68,13,2013-02-23
10779,12,49,16,2014-04-13
5896,17,397,94,2014-03-18
2337,15,39,77,2013-10-24
10951,18,306,20,2014-01-25
544,15,976,51,2013-05-11
17,33,1028,81,2013-09-06
10680,14,70,71,2014-02-05
3265,11,46,36,2013-03-19
5623,12,51,95,2013-09-26
5832,21,1263,32,2014-04-20
5544,27,1490,32,2012-11-10
6417,26,1564,85,2012-10-14
5831,26,1815,93,2012-08-22
7101,39,1198,24,2013-01-25
10176,31,416,44,2012-08-24
2326,12,85,15,2013-02-16
4385,14,47,82,2013-05-31
2929,15,137,27,2013-02-20
10686,11,21,72,2012-12-26
2546,9,70,7,2014-06-22
3283,25,909,57,2014-01-19
3138,26,1676,84,2012-10-20
4994,29,1735,53,2013-10-01
7966,35,1191,48,2013-01-08
3112,10,24,2,2013-09-05
10872,28,1182,65,2012-11-23
2181,16,1280,45,2013-06-23
1867,24,1336,42,2012-11-13
1518,31,749,29,2013-06-17
5734,12,91,83,2013-11-20
2878,18,414,93,2013-09-28
1458,15,44,40,2014-01-07
7007,15,63,47,2014-04-01
6200,26,901,50,2013-04-08
1403,13,38,40,2012-09-06
4827,24,455,3,2013-03-10
6250,32,775,62,2012-11-19
9291,9,15,25,2014-03-23
2478,10,38,48,2013-08-31
1139,24,1512,56,2014-02-06
5138,13,43,68,2013-01-14
5393,12,42,64,2012-08-07
10413,24,1089,67,2014-04-25
5015,16,162,94,2012-09-14
10868,22,1272,82,2013-02-06
10676,22,1173,3,2012-11-02
2495,23,816,24,2014-06-20
7842,17,74,54,2013-03-31
9955,16,134,20,2013-02-12
6663,14,157,96,2013-07-08
2162,21,561,19,2013-09-18
3434,20,1336,60,2014-05-12
7919,31,2092,2,2012-08-13
5626,20,463,13,2013-11-23
6428,17,1130,37,2014-05-03
8514,11,20,59,2014-01-17
10448,25,377,55,2012-10-22
2109,30,1544,60,2013-04-23
7530,14,138,48,2014-05-07
8925,31,1012,38,2013-07-03
3009,21,1766,8,2013-07-09
6355,12,45,19,2014-06-17
3517,19,161,32,2013-05-06
1158,15,144,27,2014-01-05
6203,29,1734,58,2013-08-24
7165,27,823,59,2013-10-22
3595,31,1138,29,2014-02-28
8537,23,1429,60,2013-02-27
4331,22,1371,41,2014-01-23
6281,20,982,27,2013-02-14
4338,9,44,28,2014-03-25
2452,25,318,8,2013-01-01
9507,23,434,18,2013-04-07
8360,15,198,76,2013-11-07
10311,26,359,0,2013-10-05
5117,23,576,32,2012-08-02
4867,18,88,2,2013-09-20
9289,14,63,16,2014-04-10
10913,12,27,56,2012-12-05
3032,20,193,97,2013-02-27
8524,18,101,15,2012-09-18
3334,22,2211,35,2014-02-12
4470,12,140,3,2013-06-10
1406,29,415,49,2013-02-12
8619,9,22,4,2012-12-24
10821,23,263,45,2013-02-06
4552,16,393,37,2013-06-22
898,18,147,39,2013-10-21
9797,18,443,38,2014-04-13
10949,22,1958,8,2013-12-16
8212,17,174,89,2013-03-28
6248,30,2217,47,2013-10-17
10164,21,1691,75,2014-04-03
4547,14,25,86,2013-04-17
6815,23,809,4,2014-05-23
4122,20,895,73,2012-08-29
10841,22,484,46,2012-12-25
5370,26,413,38,2013-01-16
176,15,331,73,2014-01-02
4860,11,25,66,2013-03-08
10757,10,13,36,2013-12-24
4023,18,115,29,2012-09-06
6679,7,16,29,2014-06-12
9923,16,92,6,2013-09-18
7181,15,52,97,2013-11-07
3599,28,1464,61,2012-11-26
405,25,441,68,2013-02-13
6870,14,283,73,2013-09-17
832,28,747,90,2014-03-02
2002,20,1870,81,2013-05-20
3657,19,165,1,2013-02-14
500,26,1941,79,2013-08-06
1951,36,839,92,2013-01-27
3262,30,1655,31,2012-08-07
4102,10,23,46,2013-03-29
7042,15,66,14,2013-03-01
10598,16,37,89,2013-04-15
255,12,21,31,2014-03-30
2375,12,22,75,2012-09-25
9829,15,78,42,2014-02-12
6214,12,79,53,2013-04-05
4954,23,265,53,2014-01-21
7861,23,1175,23,2014-02-05
4837,32,1305,57,2013-02-16
9423,13,46,49,2014-02-23
4198,10,25,6,2013-03-12
153,9,46,29,2013-10-17
9323,34,874,5,2012-09-07
10001,19,100,98,2012-08-01
3945,31,930,80,2013-03-10
3799,28,868,4,2013-11-26
8625,17,45,70,2013-11-12
3491,36,1260,32,2013-04-29
983,20,414,82,2013-09-28
9119,17,392,27,2013-12-05
4786,35,1109,94,2012-10-04
5872,25,639,23,2013-06-01
6568,13,79,97,2013-03-28
5628,30,1665,25,2013-02-08
5631,22,692,92,2013-05-02
4974,36,1392,98,2012-09-25
8416,13,44,19,2013-11-29
5454,11,50,80,2013-12-01
4095,28,467,80,2012-09-11
5474,18,223,79,2013-11-30
4268,13,158,50,2014-06-09
10701,32,1211,60,2013-09-11
3507,20,1575,44,2012-08-17
2079,23,1208,0,2013-12-27
626,9,43,28,2013-03-09
4426,28,527,35,2013-09-22
2591,17,932,49,2014-06-22
10509,16,71,46,2014-06-02
6382,9,54,97,2014-06-26
6673,15,129,51,2013-03-19
7441,34,1615,80,2012-10-06
1071,31,1034,10,2013-07-21
10061,32,1088,29,2013-01-05
7187,28,721,52,2013-05-18
8775,17,137,74,2013-12-27
1612,14,47,82,2013-05-31
2345,19,1244,54,2013-10-25
322,11,41,93,2013-01-12
10897,38,1174,63,2012-08-12
123,17,993,92,2013-01-06
6103,11,100,40,2013-09-06
7899,24,1680,70,2012-10-29
10500,14,98,96,2014-04-05
1655,12,48,81,2013-10-19
2406,24,519,63,2013-08-05
2712,23,715,85,2013-12-25
5517,13,37,51,2013-09-15
10643,25,653,23,2013-01-10
2254,26,1455,95,2013-07-07
10281,23,602,11,2014-02-07
6958,11,26,42,2013-07-05
954,12,102,77,2014-03-27
5079,18,97,82,2013-03-03
10339,17,207,83,2013-06-23
4643,17,176,40,2012-08-26
3117,22,450,95,2013-10-18
6497,25,433,32,2012-11-07
5396,34,1366,48,2013-01-13
5250,23,1564,75,2013-10-30
1052,34,1001,24,2013-02-16
2802,20,961,61,2012-12-15
6343,25,1518,6,2014-03-31
6507,11,56,16,2013-10-04
7901,8,22,39,2013-11-06
4865,28,400,2,2013-08-31
2686,11,26,49,2013-10-21
3107,15,350,31,2014-05-02
7734,23,1216,58,2012-12-19
1146,34,874,5,2012-09-07
11031,10,40,90,2013-05-21
7428,20,1367,47,2013-09-30
975,21,264,25,2013-05-28
1103,26,2053,60,2012-09-29
3422,16,1376,67,2012-11-29
1055,9,45,40,2014-03-20
6544,30,976,63,2014-05-22
1241,15,51,1,2012-09-17
2909,23,1264,89,2014-02-19
5802,13,75,40,2013-02-28
1407,14,57,5,2012-10-29
6183,12,140,3,2013-06-10
340,24,497,1,2012-12-15
5991,20,266,24,2013-06-08
3104,23,2006,89,2012-09-17
9729,30,615,48,2013-06-02
1008,30,1021,31,2012-12-21
11091,10,22,68,2014-05-16
3969,12,133,46,2013-11-01
1916,26,437,92,2013-07-24
9907,30,1013,80,2013-12-04
87,14,57,16,2013-08-26
8659,29,1038,50,2014-01-21
6262,24,1573,93,2013-04-10
6147,11,28,51,2012-10-18
8832,16,123,24,2012-09-12
10067,11,13,79,2013-08-10
7532,18,132,26,2012-08-30
4915,28,732,86,2012-08-03
2115,12,66,68,2014-06-20
2088,26,1631,98,2013-10-04
2493,23,608,34,2013-08-02
6292,20,1822,60,2013-03-30
1631,29,1282,3,2012-09-03
10104,11,8,65,2013-11-03
3006,12,43,83,2013-04-22
3919,23,1931,64,2013-03-11
11181,0,8,85,2013-08-29
642,16,103,69,2012-08-14
4369,19,1169,48,2014-01-10
10127,22,395,21,2014-04-06
271,21,258,30,2013-10-02
4973,12,25,39,2014-05-11
2948,12,185,76,2014-03-01
2715,20,180,11,2012-08-06
10432,13,22,26,2014-01-30
9216,13,44,34,2014-01-23
7124,17,94,72,2013-02-01
9727,13,81,13,2014-02-28
5136,34,798,58,2014-01-17
9790,23,1334,12,2013-11-23
1818,14,38,23,2014-03-25
1100,16,61,33,2014-03-24
7873,21,300,30,2013-07-06
10609,12,88,15,2013-10-12
6950,14,54,25,2013-12-15
7233,20,1782,4,2012-09-17
9481,19,68,80,2014-01-28
7699,21,258,30,2013-10-02
2711,12,31,6,2013-06-27
8933,14,66,16,2014-05-12
8726,19,174,57,2014-04-29
1515,8,28,9,2014-01-22
5186,28,731,59,2014-03-12
10157,16,274,78,2014-01-25
5667,32,1701,90,2012-10-11
902,19,312,74,2014-03-04
977,26,414,10,2013-08-01
7313,26,1565,63,2013-06-03
7600,13,29,13,2013-10-28
9706,16,94,98,2013-06-24
2429,22,1338,4,2013-02-14
3520,17,1092,94,2013-03-27
10394,19,1479,91,2013-12-23
4548,9,54,66,2013-11-23
9362,24,568,14,2014-03-05
3968,34,1199,77,2013-06-28
4084,27,873,41,2014-01-17
6721,20,1213,21,2013-07-29
2829,28,731,25,2014-03-10
1772,21,2043,2,2013-01-11
1544,19,1893,51,2012-12-22
492,27,424,3,2012-10-18
4377,22,575,32,2013-01-07
4541,17,257,84,2013-10-24
1321,17,56,49,2013-11-04
8858,29,542,69,2013-03-07
3266,9,125,96,2014-04-23
11187,14,69,23,2013-05-20
8207,9,40,18,2014-03-18
9723,33,1016,8,2013-01-10
2666,26,907,21,2014-02-06
5721,26,1566,60,2014-05-11
10652,19,1169,48,2014-01-10
1646,10,46,36,2014-03-16
4418,27,1644,36,2013-02-25
2656,12,59,63,2013-02-21
7990,10,17,2,2012-08-02
8722,28,1853,38,2012-11-06
7118,28,1528,61,2012-08-01
2980,18,35,52,2013-03-22
1839,15,141,25,2014-04-21
10722,23,546,63,2013-08-21
2632,26,500,10,2013-06-18
9014,18,61,65,2014-06-26
7620,16,106,71,2013-08-05
10968,32,704,0,2012-11-23
11133,27,424,3,2012-10-18
2736,25,849,88,2013-01-02
1876,12,85,15,2013-02-16
5959,23,199,80,2012-10-15
1092,27,1147,17,2012-08-11
4333,17,54,76,2014-03-23
3850,11,43,52,2012-12-07
6168,10,53,28,2013-07-15
607,30,521,31,2013-02-13
10469,20,1623,42,2014-02-05
6983,14,45,24,2014-05-01
3661,21,1435,42,2012-10-12
9303,14,32,12,2013-07-30
692,10,16,88,2012-12-20
736,15,52,67,2013-03-21
9589,18,1234,54,2014-04-05
4838,12,15,40,2013-06-19
9246,24,415,73,2012-10-14
6261,22,470,81,2013-11-26
7366,22,1438,12,2013-07-04
10659,18,53,7,2013-05-07
1448,13,51,33,2014-06-25
4286,26,679,24,2014-01-09
4749,29,586,55,2012-09-26
4478,34,653,87,2013-03-24
4201,24,468,39,2013-03-03
8720,1,1679,53,2012-08-12
10084,14,50,9,2014-05-18
7004,18,84,82,2013-03-16
9817,35,1049,71,2012-08-21
8080,8,22,50,2012-08-17
9432,17,62,23,2013-06-02
8372,11,30,81,2013-07-01
10870,23,1341,46,2013-06-13
4001,29,444,56,2014-06-10
7270,25,1241,91,2014-01-25
8235,26,843,8,2014-01-24
9405,18,172,40,2012-10-15
